REF;Marca;Nome do Produto;Linha;Valor;Descrição Geral;Código de Barras;Modo de Uso;Composição;Link do Produto
21808;Keune;1922 By J.M. Keune Purifying Shampoo 250ml;Tratamento;130.97;Shampoo purificador de limpeza suave para controle de caspa que limpa e acalma o couro cabeludo. Lave as impurezas, o excesso de óleo e o acúmulo de produtos com um shampoo de limpeza profunda suave, porém eficaz, para um couro cabeludo saudável e um cabelo mais grosso.Adequado paraCabelos com caspa e irritação no couro cabeludo masculino.;"""8719281988472";"
1922 By J.M. Keune Purifying Shampoo

Indicado para cabelos com caspa e irritação no couro cabeludo, 1922 Purifying Shampoo é um eficaz shampoo anticaspa masculino que limpa, acalma o couro cabeludo e remove a caspa gradualmente. 
Como usar: Aplique o shampoo no cabelo úmido, massageie e enxágue. Repita se necessário.
Resultado: Cabelo com caspa controlada, livre da irritação e fortalecido.
";Água,Lauriletersulfato de Sódio,Cocoamidopropilbetaína,Decil Glicosídeo ,Óleo de Rícino Hidrogenado Etoxilado,Cloreto de Sódio,Perfume,Laurato de Glicerila,Ácido Cítrico,Pantenol,Piroctona Olamina,Dipropilenoglicol,Benzoato de Sódio,Cloreto de Goma Guar Hidroxipropiltrimônio,Dioleato de Polietilenoglicol-120 Metil Glicose,Silicone Quatérnio-22, Polipropilenoglicol-3 Miristil Éter,Proteína de Trigo Hidrolisada ,Goma de Boswellia Serrata,Citrato de Trietila,Limoneno,Linalol;https://www.keune.com.br/produto/1922-by-j-m-keune-purifying-shampoo-250ml-10
21805;Keune;1922 By J.M. Keune Deep-Cleansing Shampoo 250ml;Tratamento;130.97;Shampoo de limpeza profunda, enriquecido com creatina e extrato de bambu, que remove impurezas, poluição e/ou excesso de produtos dos fios. Esse produto é indicado para todos os tipos de cabelos.Adequado paraTodos os tipos de cabelo, especialmente cabelos e couro cabeludo com tendência à oleosidade.;"""8719281988441";"
1922 By J.M. Keune Deep-Cleansing Shampoo

1922 Deep-Cleansing Shampoo é um shampoo de limpeza profunda que remove o acúmulo de impurezas, poluição e/ou excesso de produtos dos fios. É indicado para todos os tipos de cabelo, especialmente aqueles com tendência à oleosidade, e ideal para quem costuma usar muitos produtos de finalização.
Como usar: Aplique o shampoo nos cabelos molhados e massageie suavemente. Enxágue. Se necessário, repita o processo.
Resultado: Cabelo hidratado e com aparência saudável.
";Aqua (Water),Sodium Laureth Sulfate,Decyl Glucoside,Cocamidopropyl Betaine,PEG-200 Hydrogenated Glyceryl Palmate,Citric Acid,Tetrasodium EDTA,Parfum (Fragrance),Glyceryl Laurate,PEG-7 Glyceryl Cocoate,Propylene Glycol,Sodium Benzoate,Sodium Chloride,Laureth-2,Dipropylene Glycol,Creatine,Sorbitol,Bambusa Vulgaris (Leaf/Stem) Extract,Dryopteris FilixMas (Leaf) Extract,Triethyl Citrate,Phenoxyethanol,Ethylhexylglycerin,Butylphenyl Methylpropional,Linalool;https://www.keune.com.br/produto/1922-by-j-m-keune-deep-cleansing-shampoo-250ml-8
21828;Keune;1922 By J.M. Keune Superior Shaving Cream 150Ml - Creme De Barbear;Barba;179.53;Imagine um barbear que vai além do básico – um creme que cuida da sua pele enquanto facilita o deslizamento da lâmina, prevenindo irritações. O 1922 Superior Shaving Cream deixa a pele macia e revigorada, criando uma barreira de proteção contra os desconfortos comuns da lâmina. Com ingredientes que acalmam e tratam a pele, ele transforma o ato de se barbear em um ritual de cuidado, oferecendo hidratação e suavidade que duram muito além do barbear. Experimente e sinta a diferença de uma pele bem cuidada.Adequado paraTodos os tipos de pele, principalmente as secas e sensíveis. Auxilia no barbear com lâmina.;"""8719281988670";"
1922 By J.M. Keune Superior Shaving Cream

Creme de barbear indicado para todos os tipos de pele, principalmente as secas e sensíveis, o 1922 Superior Shaving Cream melhora a estrutura do fio e tem efeito calmante e anti-inflamatório. Sua fórmula proporciona um barbear limpo, uma pele macia e protegida contra os incômodos causados pela navalha.
Como usar: Aplique o creme com as mãos ou um pincel, espalhe pelo rosto até formar uma espuma e faça a barba conforme desejado. Enxágue e seque suavemente com uma toalha.
Resultado: Barbear limpo e pele macia.
";Aqua (Water),Stearic Acid,Palmitic Acid,Glycerin,Lauric Acid,Potassium Hydroxide,Decyl Glucoside,Cocos Nucifera (Coconut) Oil,Triethanolamine,Sodium Hydroxide,Allantoin,Panthenol,Parfum (Fragrance),Phenoxyethanol,Bisabolol,Dipropylene Glycol,Methylparaben,Butylparaben,Ethylparaben,Propylparaben,Creatine,Triethyl Citrate,Linalool;https://www.keune.com.br/produto/1922-by-j-m-keune-superior-shaving-cream-150ml-creme-de-barbear-25
27453;Keune;Style Forming Wax 125ml;Shape;262.2;Cera modeladora de fixação média e brilho natural que controla o frizz e finaliza penteados mais clássicos.Adequado paraTodos os tipos de cabelos, especialmente cabelos normais a secos e cabelos grossos difíceis de manipular.Fixação: 5Brilho: 7;"""8719281066712";"
Style Forming Wax

A cera modeladora Style Forming Wax é perfeita para quem quer flexibilidade na hora de se arrumar. Sua fórmula rica em cera de abelha proporciona um brilho suave e encorpa levemente os fios. Com uma textura mais consistente, esse produto é ótimo para finalizar penteados mais clássicos, principalmente em cabelos curtos.
Como usar: Friccione bem na palma das mãos uma quantidade pequena da cera até aquecer. Espalhe uniformemente no cabelo seco, no comprimento e nas pontas. Penteie conforme desejado.
Resultado: Cabelos penteados e modelados, além de flexível para mudanças futuras.
";Petrolatum,Paraffi num Liquidum (Mineral Oil),Cetyl Alcohol,Cera Alba (Beeswax),Paraffi n,Ceteareth-30,Aqua (Water),Parfum (Fragrance),Diethylamino Hydroxybenzoyl Hexyl Benzoate,Ethylhexyl Methoxycinnamate,Phenoxyethanol,Sodium Benzoate,Ethylhexylglycerin,Citric Acid,CI 4,7000 (Yellow 11),CI 14700 (Red 4),Limonene,Linalool;https://www.keune.com.br/produto/style-forming-wax-125ml-410
27454;Keune;Style Matte Cream 125ml;Forma;229.4;Pomada modeladora de fixação média com efeito matte perfeita para criar texturas modernas e manter o penteado no lugar.Adequado paraCabelos normais a finos, para criar textura e modelar o cabelo, sem adicionar brilho.Fixação: 6Brilho: 2;"""8719281066729";"
Style Matte Cream

Ideal para criar texturas modernas nos cabelos, Style Matte Cream é uma pomada modeladora que dá corpo aos fios e ajuda a compor penteados incríveis e fáceis de modelar. Sua fixação média mantém o penteado flexível, mas no lugar, e a fórmula com efeito matte não adiciona brilho aos fios.
Como usar: Coloque uma pequena quantidade do creme modelador nas mãos e esfregue uma na outra. Espalhe pelos fios secos para definir a forma desejada.
Resultado: Fios texturizados perfeitos para penteados incríveis e fáceis de modelar.
";Aqua (Water),Cetearyl Alcohol,PVP,Petrolatum,Ozokerite,Paraffi num Liquidum (Mineral Oil),Kaolin,Ceteareth-20,PEG-40 Castor Oil,Sodium Cetearyl Sulfate,Parfum (Fragrance),Methylparaben,Benzophenone-4,Phenoxyethanol,Linalool;https://www.keune.com.br/produto/style-matte-cream-125ml-411
27442;Keune;Style Ultra Gel 200ml;Forma;163.78;Gel de fixação forte com brilho intenso que estrutura com firmeza os cabelos e proporciona efeito de cabelo molhado.Adequado paraTodos os tipos de cabelo. Criar penteados com brilho molhado e muita fixação. Protege do calor do secador.Fixação: 8Brilho: 8;"""8719281040224";"
Style Ultra Gel

O Style Ultra Gel é para os fãs de um efeito clássico de gel, com muito brilho e visual de cabelo molhado. Isso porque trata-se de um gel de fixação forte e com brilho intenso que modela e estrutura com firmeza os cabelos. É ideal para penteados que duram o dia todo, com estilo mais polido, e pode ser usado antes mesmo de modelar com o secador. Mas lembre-se: esse gel tem uma fixação alta que se mantém depois de seca.
Como usar: Coloque uma pequena quantidade do produto entre os dedos, aplique mecha a mecha e modele como desejar. Use um pente fino para dar um efeito mais certinho e comportado ao visual.
Resultado: Fios com brilho, fixação alta e duradoura. Penteados do jeito que você desejar.
";Aqua (Water),Polyquaternium-11,Triethanolamine,Phenoxyethanol,Carbomer,PEG-40 Hydrogenated Ca stor Oil,Benzophenone-4,Parfum (Fragrance),Ethylhexylglycerin,Tetrasodium EDTA,Caprylyl Glycol,Methylparaben,CI 19140 (Yellow 5),Butylparaben,Ethylparaben,Propylparaben,Benzyl Salicylate,Linalool;https://www.keune.com.br/produto/style-ultra-gel-200ml-87
27438;Keune;Style Freestyle Spray 500ml;Finalização;262.2;Um spray de cabelo completo, fixação forte, secagem rápida e à prova de umidade que garante cabelos arrumados por 24h. É por isso que desenvolvemos o Freestyle Spray. Para uma fixação forte durante todo o dia que fixa o cabelo e adiciona brilho natural mas também respeita a liberdade de movimento do cabelo.Adequado paraTodos os tipos de cabelos, para criar e construir os mais diversos tipos de penteados.Fixação: 8Brilho: 6;"""8719281039877";"
Style Freestyle Spray

Formulado para sustentar o penteado de maneira firme, mantendo a flexibilidade e o brilho natural dos fios, o Style Freestyle Spray garante cabelos arrumados por até 24h, mas sem aquele efeito artificial e rígido de um spray fixador comum. O spray de alta fixação é perfeito para usar diariamente em penteados mais simples.
Como usar: Com o penteado pronto, borrife o spray por cima dos fios a uma distância de, pelo menos, 25 a 30 centímetros. 
Resultado: Penteado fixo e impecável por até 24 horas, sem perder a naturalidade e o movimento.
";Alcohol Denat.,Dimethyl Ether,Butane,VA/Crotonates/Vinyl Neodecanoate Copolymer,Aqua (Water),Isopropyl Alcohol,Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer,Propane,Aminomethyl Propanol,Isobutane,Dipropylene Glycol,Benzophenone-4,PEG-12 Dimethicone,Parfum (Fragrance);https://www.keune.com.br/produto/style-freestyle-spray-500ml-83
27437;Keune;Style Freestyle Spray 300ml;Finalização;222.83;Spray de fixação forte, secagem rápida e à prova de umidade que garante cabelos arrumados por 24h. Mantém o penteado intacto o dia todo sem retirar o movimento. Perfeito para uso diário, em penteados mais simples ou penteados mais complexos.Adequado paraTodos os tipos de cabelos, para criar e construir os mais diversos tipos de penteados.Fixação: 8Brilho: 6;"""8719281039860";"
Style Freestyle Spray

Formulado para sustentar o penteado de maneira firme, mantendo a flexibilidade e o brilho natural dos fios, o Style Freestyle Spray garante cabelos arrumados por até 24h, mas sem aquele efeito artificial e rígido de um spray fixador comum. O spray de alta fixação é perfeito para usar diariamente em penteados mais simples.
Como usar: Com o penteado pronto, borrife o spray por cima dos fios a uma distância de, pelo menos, 25 a 30 centímetros. 
Resultado: Penteado fixo e impecável por até 24 horas, sem perder a naturalidade e o movimento.
";Alcohol Denat.,Dimethyl Ether,Butane,VA/Crotonates/Vinyl Neodecanoate Copolymer,Aqua (Water),Isopropyl Alcohol,Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer,Propane,Aminomethyl Propanol,Isobutane,Dipropylene Glycol,Benzophenone-4,PEG-12 Dimethicone,Parfum (Fragrance);https://www.keune.com.br/produto/style-freestyle-spray-300ml-82
27432;Keune;Style Salt Mist 200ml;Preparação;262.2;Spray texturizador de fixação média e pouco brilho que constrói ondas no estilo beach hair.Adequado paraValorizar as ondas, criar corpo e volume natural em cabelo liso. Ideal para encorpar e fixar o fio antes do babyliss.;"""8719281040118";"
Style Salt Mist

Produto queridinho de quem ama um efeito beach hair, o Style Salt Mist valoriza as ondas e cria um volume natural em cabelos lisos com apenas algumas borrifadas. Esse spray texturizador tem alta aderência nos fios, graças aos cristais de sal que se expandem enquanto secam, o que confere textura, aderência e aparência fosca.
Como usar: Com os fios secos ou levemente úmidos, borrife o spray por todo o cabelo. Amasse os fios de baixo para cima para criar as ondas.
Resultado: Cabelo com ondas desconstruídas e duradouras, de efeito pós praia.
";Aqua (Water),Alcohol Denat.,Magnesium Sulfate,VP/ VA Copolymer,PEG-40 Hydrogenated Castor Oil,Sodium Benzoate,Phenoxyethanol,Dipropylene Glycol,Benzophenone-4,Maris Sal (Sea Salt),Panthenol,Citric Acid,Parfum (Fragrance),Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,Ethylhexylglycerin,Potassium Sorbate;https://www.keune.com.br/produto/style-salt-mist-200ml-77
27427;Keune;Style Power Paste 50ml;Shape;104.72;Pasta modeladora de alta fixação com acabamento matte e secagem rápida que mantém o cabelo arrumado por 24h. É uma excelente opção para quem busca um penteado moderno, com longa duração e pouco brilho.Adequado paraTodos os tipos de cabelos, especialmente cabelos curtos.Fixação: 10Brilho: 1;"""8719281040200";"
Style Power Paste

Para acompanhar uma rotina agitada, só mesmo com uma pasta modeladora que mantém o cabelo arrumado por 24h. A Style Power Paste tem alta fixação, secagem rápida e deixa o penteado fixo e sem brilho. Sua fórmula envolve e encorpa o fio, é resistente à água e à umidade, não pesa e não deixa resíduo.
Como usar: Coloque uma pequena quantidade do produto na palma das mãos, friccione e distribua o produto de maneira uniforme no cabelo seco.
Resultado: Cabelos estilizados e fixos com durabilidade.
";Aqua (Water),VP/VA Copolymer,Cetearyl Alcohol,Acrylates/t-Butylacrylamide Copolymer,Petrolatum,Triacontanyl PVP,Polysorbate 80,Sorbitan Isostearate,PEG-150 Pentaerythrityl Tetrastearate,Parfum (Fragrance),Ceteareth-20,Phenoxyethanol,Acrylates/Beheneth-25 Methacrylate Copolymer,Aminomethyl Propanol,Diazolidinyl Urea,Methylparaben,Benzophenone-4,Butylparaben,Ethylparaben,PEG-35 Castor Oil,Propylparaben,Aesculus Hippocastanum (Horse Chestnut Seed) Extract,Alcohol Denat.,Sodium Benzoate,Polysorbate 20,Tocopherol,Calcium Pantothenate,Inositol,Retinyl Palmitate,Linoleic Acid,Biotin;https://www.keune.com.br/produto/style-power-paste-50ml-72
27426;Keune;Style Power Paste 150ml;Shape;249.08;Pasta modeladora de alta fixação com acabamento matte e secagem rápida que mantém o cabelo arrumado por 24h. Ideal para quem deseja manter os fios no lugar durante todo o dia.Adequado paraTodos os tipos de cabelos, especialmente cabelos curtos.Fixação: 10Brilho: 1;"""8719281040194";"
Style Power Paste

Para acompanhar uma rotina agitada, só mesmo com uma pasta modeladora que mantém o cabelo arrumado por 24h. A Style Power Paste tem alta fixação, secagem rápida e deixa o penteado fixo e sem brilho. Sua fórmula envolve e encorpa o fio, é resistente à água e à umidade, não pesa e não deixa resíduo.
Como usar: Coloque uma pequena quantidade do produto na palma das mãos, friccione e distribua o produto de maneira uniforme no cabelo seco.
Resultado: Cabelos estilizados e fixos com durabilidade.
";Aqua (Water),VP/VA Copolymer,Cetearyl Alcohol,Acrylates/t-Butylacrylamide Copolymer,Petrolatum,Triacontanyl PVP,Polysorbate 80,Sorbitan Isostearate,PEG-150 Pentaerythrityl Tetrastearate,Parfum (Fragrance),Ceteareth-20,Phenoxyethanol,Acrylates/Beheneth-25 Methacrylate Copolymer,Aminomethyl Propanol,Diazolidinyl Urea,Methylparaben,Benzophenone-4,Butylparaben,Ethylparaben,PEG-35 Castor Oil,Propylparaben,Aesculus Hippocastanum (Horse Chestnut Seed) Extract,Alcohol Denat.,Sodium Benzoate,Polysorbate 20,Tocopherol,Calcium Pantothenate,Inositol,Retinyl Palmitate,Linoleic Acid,Biotin;https://www.keune.com.br/produto/style-power-paste-150ml-71
27417;Keune;Style Liquid Hairspray 200ml;Finalização;262.2;Spray fixador extraforte que oferece bastante sustentação a penteados de todos os estilos e tamanhos.Adequado paraConstrução ou acabamento de penteado de todos os estilos e tamanhos com muita fixação. Ideal para construir um babyliss perfeito.Fixação: 9Brilho: 7;"""8719281040101";"
Style Liquid Hairspray

Aquele amigo em todas as festas, o Style Liquid Hairspray é um spray fixador extraforte e com muito brilho que realça o estilo e oferece bastante sustentação a penteados de todos os estilos e tamanhos. Também pode ser usado no controle do frizz e durante o dia, pois traz em sua fórmula proteção contra os raios solares.
Como usar: Mantenha o spray a uma distância de 15 centímetros do cabelo e borrife no local desejado. Pode ser usado durante e após a modelagem para fixação imediata do penteado.
Resultado: Penteado no lugar por mais tempo e com textura acentuada.
";Alcohol Denat.,Butyl Ester of PVM/MA Copolymer,Aqua (Water),Aminomethyl Propanol,Parfum (Fragrance),Benzophenone-4,Tocopheryl Acetate,Citral,Geraniol,Limonene,Linalool;https://www.keune.com.br/produto/style-liquid-hairspray-200ml-62
27412;Keune;Style Dry Texturizer 200ml;Finalização;262.2;Spray texturizador de fixação média e com efeito matte que dá volume e textura aos fios instantaneamente. O DRY TEXTURIZER tem uma fixação flexível, com sensação e aparência natural, graças ao nosso Complexo de Limpeza a Seco que absorve os óleos e adiciona textura sem deixar resíduos brancos.Adequado paraTodos os tipos de cabelos, especialmente cabelos finos que desejam textura e leve volume.Fixação: 6Brilho: 1;"""8719281039723";"
Style Dry Texturizer

Surgiu um compromisso de última hora no final do dia? O Style Dry Texturizer é um spray texturizador com acabamento matte que absorve a oleosidade acumulada ao longo do dia e devolve instantaneamente aos fios um leve volume. Com algumas borrifadas você tem um efeito cabelo de praia, mas sem o brilho comum dos sprays de sal.
Como usar: Borrife o spray sobre o cabelo úmido e penteie com os dedos da raiz às pontas. Faça movimentos de amassar os fios das pontas ao comprimento. Deixe secar naturalmente ou use um difusor.
Resultado: Cabelo texturizado, matte e impecável.
";Dimethyl Ether,Alcohol Denat.,VP/VA Copolymer,Zeolite,Isopropyl Alcohol,Dipropylene Glycol,Parfum (Fragrance),Benzophenone-4;https://www.keune.com.br/produto/style-dry-texturizer-200ml-60
27407;Keune;Style Defrizz Sérum 30ml;Finalização;367.19;Sérum anti-frizz leve e de rápida absorção que elimina e impede a formação dos indesejados fios rebeldes.Adequado paraControlar os arrepiados dos fios e diminuir o frizz, deixando o cabelo luminoso. Para todos os tipos de cabelos.Fixação:1Brilho: 7;"""8719281040040";"
Style Defrizz Sérum

Um sérum anti-frizz extremamente leve e de rápida absorção. Assim é o Style Defrizz Sérum, perfeito para impedir e eliminar a formação dos indesejados fios rebeldes. Como todo sérum, possui textura fluida e leve, o que garante um alinhamento natural dos fios, sem deixar o cabelo pesado ou com aspecto oleoso.
Como usar: Espalhe uma pequena quantidade do produto entre as mãos. Depois, aplique sobre toda a extensão dos fios limpos.
Resultado: Cabelo livre do frizz e com brilho saudável.
";Dimethicone,Trisiloxane,Dimethiconol,Isodecyl Neopentanoate,Tocopheryl Acetate,Dipropylene Glycol,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Ethylhexyl Methoxycinnamate,Parfum (Fragrance),Aqua (Water),Hydrolyzed Vegetable Protein PG-Propyl Silanetriol,Phenoxyethanol,Potassium Sorbate;https://www.keune.com.br/produto/style-defrizz-serum-30ml-55
27406;Keune;Style Brilliant Gloss Spray 500ml;Finalização;435.43;Levamos o brilho ao máximo com o Brilliant Gloss Spray. O Spray finalizador que devolve brilho aos cabelos opacos instantaneamente e traz luz e leveza ao penteado.Adequado paraTodos os tipos de cabelo.Fixação: 1Brilho: 10;"""8719281039648";"
Style Brilliant Gloss Spray

Como um passe de mágica, o Style Brilliant Gloss Spray devolve brilho aos cabelos opacos instantaneamente e finaliza o penteado com luminosidade e leveza. A fórmula desse spray finalizador permite, ainda, a criação de um escudo protetor nos fios, que evita a fixação de cheiros indesejados.
Como usar: Após modelar os fios conforme desejado, borrife o spray a pelo menos 20 centímetros de distância dos fios de maneira uniforme.
Resultado: Cabelo brilhante e com movimento.
";Butane,Trisiloxane,Dimethicone,Alcohol Denat.,Isodecyl Neopentanoate,Isopropyl Alcohol,Phenyl Trimethicone,Dipropylene Glycol,Parfum (Fragrance);https://www.keune.com.br/produto/style-brilliant-gloss-spray-500ml-54
27405;Keune;Style Brilliant Gloss Spray 200ml;Finalização;222.83;Spray finalizador que devolve brilho aos cabelos opacos instantaneamente e traz luz e leveza ao penteado. Para um brilho instantâneo após a modelagem, borrife sobre o cabelo seco.Adequado paraTodos os tipos de cabelo.Fixação: 1Brilho: 10;"""8719281039631";"
Style Brilliant Gloss Spray

Como um passe de mágica, o Style Brilliant Gloss Spray devolve brilho aos cabelos opacos instantaneamente e finaliza o penteado com luminosidade e leveza. A fórmula desse spray finalizador permite, ainda, a criação de um escudo protetor nos fios, que evita a fixação de cheiros indesejados.
Como usar: Após modelar os fios conforme desejado, borrife o spray a pelo menos 20 centímetros de distância dos fios de maneira uniforme.
Resultado: Cabelo brilhante e com movimento.
";Butane,Trisiloxane,Dimethicone,Alcohol Denat.,Isodecyl Neopentanoate,Isopropyl Alcohol,Phenyl Trimethicone,Dipropylene Glycol,Parfum (Fragrance);https://www.keune.com.br/produto/style-brilliant-gloss-spray-200ml-53
27448;Keune;Style Triple X Gel Keune 200ml;Finalização;209.71;Gel modelador de fixação e brilho intensos, ideal para penteados de aparência “molhada” e brilho radiante.Adequado paraTodos os tipos de cabelo. Criar penteados com brilho molhado e muita fixação.Fixação: 10Brilho: 10;"""8719281054559";"
Style Triple X

Para conseguir aquele penteado quase impossível, com aparência “molhada” e brilho extremamente radiante, a dica é o Style Triple X Gel, um gel de fixação e brilho intensos muito versátil, que combina com diversos estilos e visuais. Ainda tem proteção contra raios solares e calor de até 230°C, provocado por secador e modeladores.
Como usar: Aplique o gel no cabelo seco ou úmido. Para um visual com efeito molhado, distribua o produto  no cabelo úmido.
Resultado: Cabelos condicionados, protegiso e penteado no lugar por muito mais tempo.
";Aqua (Water),PVP,Acrylates/Steareth-20 Itaconate Copolymer,Glycerin,Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer,Aminomethyl Propanol,PEG-40 Hydrogenated Castor Oil,Phenoxyethanol,Parfum (Fragrance),Methyl Gluceth-10,Propylene Glycol,Maltodextrin,Ethylhexylglycerin,Tris (tetramethylhydroxypiperidinol) Citrate,Aspalathus Linearis Leaf Extract,Saccharomyces/Magnesium Ferment,Quartz,Saccharomyces/Iron Ferment,Potassium Sorbate,Saccharomyces/Zinc Ferment,Sorbic Acid,Saccharomyces/Copper Ferment,Saccharomyces/Silicon Ferment,Butylphenyl Methylpropional,Limonene,Linalool;https://www.keune.com.br/produto/style-triple-x-gel-keune-200ml-202
27457;Keune;Style Restyle Cream 125ml;Finalização;262.2;A Style Restyle Cream modela, dá forma (e remodela) o cabelo. Indicado para cabelos curtos e médios.Adequado paraModelar e dar forma aos cabelos curtos e médios.;"""8719281066767";"
Style Restyle Cream

Style Restyle Cream modela, dá forma (e remodela) o cabelo. Além disso, confere fixação leve, textura, definição e brilho natural. Especialmente indicado para cabelos curtos e médios. Espalhe pelo cabelo úmido ou seco e remodele.
Volume, fixação, brilho ou suavidade? Um corte curto reto, com camadas ou um visual bagunçado? A vida fica mais divertida quando você pode criar seu próprio estilo – e escolher outro no dia seguinte. Com a linha Style você prepara, modela e finaliza seu look com produtos para todos os tipos de estilos. Style Restyle Cream modela, dá forma (e remodela) o cabelo. Além disso, confere fixação leve, textura, definição e brilho natural. Especialmente indicado para cabelos curtos e médios. Para usar basta esfregar um pouco de produto entre as palmas das mãos e amassar, dar forma e modelar o cabelo úmido ou seco. Com Keune Style o cabelos dos sonhos é possível! Dica: sabe os números nas embalagens? Eles refletem o fator de fixação e brilho do produto. O intervalo é de 1 a 10 com 1 sendo fixação ou brilho baixos e 10 brilho ou fixação máximos. Aproveite: os números te ajudam a encontrar o produto perfeito.
Como usar: Esfregue um pouco de produto entre as palmas das mãos e amasse, dê forma e modele o cabelo úmido ou seco.
Resultado: Textura, volume e brilho natural.
";Aqua (Water),Propylene Glycol,Oleth-20,Ozokerite,Paraffinum Liquidum,Petrolatum,Oleth-5,Cyclopentasiloxane,PVP,VP/VA Copolymer,Dimethiconol,Oleth-10 Phosphate,Oleth-3 Phosphate,Parfum,PEG-150 Pentaerythrityl Tetrastearate,Phenoxyethanol,Laureth-2,Sodium Hydroxide,Sorbitol,Carbomer,Ethylhexylglycerin,Laureth-23,Laureth-4,PEG-45M,Ethylparaben,Methylparaben,Octenidine HCl,Propylparaben;https://www.keune.com.br/produto/style-restyle-cream-125ml-337
27433;Keune;Style Hot Iron Spray 200ml;Shape;413.12;Spray de proteção térmica de fixação baixa que mantém fios saudáveis, com maciez, brilho e menos quebradiços.Adequado paraTodos os tipos de cabelos. Indispensável para utilizar antes de ferramentas térmicas (babyliss, chapinha, etc) para proteger os fios da alta temperatura e garantir a cor por mais tempo.Fixação: 2Brilho: 7;"""8719281040132";"
Style Hot Iron Spray

O Style Hot Iron Spray é item obrigatório no dia a dia de quem quer salvar os fios do ressecamento. Esse spray de proteção térmica é indicado especialmente para quem tem cabelo seco e usa diariamente pranchas e modeladores. Sua fórmula rica em pantenol protege os fios até 230ºC e impede em até 92% a quebra durante e após a modelagem.
Como usar: Aplique uma pequena quantidade do produto sobre os fios limpos e úmidos e distribua uniformemente. Escove ou utilize outro aparelho térmico.
Resultado: Cabelos protegidos do calor, com maciez e brilho surpreendentes.
";Alcohol Denat.,Dimethicone,Trisiloxane,Octyldodecanol,PEG-60 Hydrogenated Castor Oil,Aqua (Water),Polypropylsilsesquioxane,Isododecane,Isodecyl Neopentanoate,Ethylhexyl Methoxycinnamate,Panthenol,Dipropylene Glycol,Parfum (Fragrance);https://www.keune.com.br/produto/style-hot-iron-spray-200ml-78
27402;Keune;Style Instant Blowout 200ml;Preparação;222.83;Spray acelerador com proteção térmica que reduz o tempo de secagem dos fios enquanto dá brilho e corpo.Adequado paraTodos os tipos de cabelo, para acelerar o tempo de secagem dos fios.Fixação: 3Brilho: 7;"""8719281040071";"
Style Instant Blowout

A companhia perfeita para os dias mais corridos, o Style Instant Blowout é um spray acelerador que reduz o tempo de secagem dos cabelos ao mesmo tempo em que protege os fios dos possíveis danos causados pelo calor de aparelhos como secador, chapinha e modeladores. Sua fórmula encorpa levemente os fios mais finos.
Como usar: Aplique uma pequena quantidade do spray sobre os fios limpos e úmidos e distribua uniformemente. Seque ou escove como de costume.
Resultado: Cabelo seco com mais rapidez, macio e sem danos causados pelo ar quente do secador.



";Aqua (Water),Alcohol Denat.,Panthenol,Polyquaternium-11,PEG-40 Hydrogenated Castor Oil,Citric Acid,Parfum (Fragrance),Silicone Quaternium-22,Benzophenone-4,PEG-15 Cocopolyamine,PPG-3 Myristyl Ether,Limonene;https://www.keune.com.br/produto/style-instant-blowout-200ml-50
86419;Keune;Escova de Cabelo Colorida Com Listras;any;192.38;Escova de Cabelo Colorida Com ListrasUma escova com design vazado que acelera o tempo de secagem e desembaraça o cabelo úmido e seco. Sua base OmniFlex dobra para qualquer direção. Já o design vazado possibilita que a umidade saia mais rapidamente do cabelo. Possui também cabo ergonômico  e está disponível em vários modelos colecionáveis.Adequado: Acelerar o tempo de secagem e desembaraçar todos os tipos de cabelos úmidos e secos.;"""618231186419";"Escova de Cabelo Colorida Com Listras
A escova nº 1 dos Estados Unidos, agora no Brasil! A WetBrush revolucionou a maneira de desembaraçar os cabelos, pois desfaz até mesmo os nós mais difíceis, especialmente nos cabelos úmidos. Isso tudo graças a sua tecnologia Intelliflex, que conta com cerdas ultrafinas e flexíveis, para você desembaraçar os fios sem esforço, dor, danos ou quedas. Além disso, as esferas Softips na extremidade suavizam o contato com o couro cabeludo. assim com sua almofada que proporciona mais maciez no escovar. 
Sua base OmniFlex dobra para qualquer direção. Já o design vazado possibilita que a umidade saia mais rapidamente do cabelo. Possui também cabo ergonômico  e está disponível em vários modelos colecionáveis.

Características:

Cabelos desembaraçados e secos rapidamente.
Desembaraçar os fios sem esforço e sem dano
Escova flexível, dobra para qualquer direção, se ajustando ao contorno da cabeça.
Ah, a escova é a prova d’água! 
";;https://www.keune.com.br/produto/escova-de-cabelo-colorida-com-listras-482
