REF;Marca;Nome do Produto;Linha;Valor;Descrição Geral;Código de Barras;Modo de Uso;Composição;Link do Produto
3531;Grandha;Creme Finalizador Para Massagem dos Pés 150g;Alkymia;35.04;"
CREME FINALIZADOR PARA O CUIDADO DOS PÉS ALKYMIA DI GRANDHA
O Creme Finalizador para o Cuidado dos Pés de Alkymia di Grandha foi especialmente formulado com óleos essenciais de lavanda francesa, melaleuca e cravo folha, carreados por óleos vegetais específicos para o cuidado e renovação da pele dos pés: calêndula, arnica e amêndoa. Sua fórmula prioriza a prevenção do mau odor e a neutralização do cansaço, associando extratos glicólicos de arnica, calêndula e barbatimão de ação anti-inflamatória e energizante para os pés.


INFORMAÇÕES IMPORTANTES

Dermatologicamente testado.
Certificado pela ENATI - Escola Nacional de Terapias Integrativas.
Com óleos essenciais de lavanda francesa, melaleuca e cravo folha.
Com óleos vegetais de calêndula, arnica e amêndoa.
Extrato glicólico de barbatimão.
Não testado em animais.





                Largura
            

                5.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                160.00 g
            


";"""7898305625805";"


MODO DE USO
Aplique uma pequena quantidade do Creme Finalizador nos pés e espalhe-o, massageando o local da aplicação até a total secagem do produto. Se achar necessário, repita a aplicação.

";Water,Cetostearyl Alcohol,Glycerol,Cetyl Alcohol,Cetomacrogol 1000,Parfum,Glyceryl Monostearate,Calendula Officinalis Flower Oil,Arnica Montana Oil,Almond Oil,Methyl Salicylate,Calendula Officinalis Flower Extract,Propylene Glycol,Arnica Montana Flower Extract,Stryphnodendron Adstringens Cortex Extract,Salicylic Acid,Disodium Edetate Dihydrate,Aminomethyl Propanol,Menthol,Undecylenic Acid,Tea Tree Oil,Clove Oil,Lavender Oil,Benzyl Salicylate,Butylphenyl Methylpropional,Citronellol,Coumarin,Limonene,Linalool,CI 19140 / Yellow 14,CI 61570/ Acid Green 25;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/creme-finalizador-para-os-pes-150-g
3458;Grandha;Shampoo de Limpeza Profunda Soft Mind 1L;Urbano Spa Blue - Soft Mind Shampoo;372.74;"
SOFT MIND SHAMPOO URBANO SPA BLUE
O Soft Mind Shampoo é um xampu especial para limpeza profunda e remoção de oleosidade excessiva. Sua fórmula é enriquecida com argila verde, além de um rico composto de extratos vegetais de ação reguladora da oleosidade do couro cabeludo.
O Urbano Spa Blue é um kit de terapia capilar para caspas, queda capilar, calvície e alopecias. Uma composição de benefícios exclusivos que promove limpeza extrema e uma completa terapia capilar com reposição de queratina. Combate à queda capilar e à oleosidade excessiva. Equilíbrio hormonal e metabólico.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Tratamento de calvície, alopecia, queda capilar e outras condições do couro cabeludo.
Xampu com ação reguladora da oleosidade.





                Largura
            

                13.00 cm
            




                Altura
            

                27.00 cm
            




                Comprimento
            

                13.00 cm
            




                Peso
            

                1150.00 g
            


";"""7898305624846";"


MODO DE USO
Aplique o Soft Mind Shampoo nos cabelos úmidos, massageie intensamente e enxágue. Repita a operação e deixe o produto interagir com os cabelos por 2 minutos, massageando e estimulando a fibra capilar. Enxágue. Se houver necessidade, repita a operação.

";Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Trisodium Ethylenediamine Disuccinate,Sodium Lauryl Methyl Isethionate,Ethoxylated Hydrogenated Castor Oil,Propylene Glycol,Rosmarinus Officinalis Leaf Extract,Aloe Barbadensis Leaf Extract,Calendula Officinalis Flower Extract,Symphytum Officinalis Leaf Extract,Pilocarpus Microphyllus Leaf Extract,Pfaffia Paniculata Root Extract,Cinchona Calisaya Extract,Decyl Glucoside,Perfume,Styrene/Acrylates Copolymer,Guar Hydroxypropyltrimonium Chloride,Menthol,Salicylic Acid,Disodium Edetate Dihydrate,Undecylenic Acid,Citric Acid,Acetamide Mea,Hydrolyzed Keratin,Glycerol,Sorbitol,Sodium Cocoyl Collagen Amino Acids,Cocoyl Sarcosine,Wheat Germ Acid,Triticum Vulgare Germ Oil,Polysorbate 20,Linoleic Acid,Linolenic Acid,Tocopherol,Simmondsia Chinensis Seed Oil,Tocopheryl Acetate,Polysorbate 80,Hydrolyzed Glycosaminoglycans,Sodium Hyaluronate,Sodium Chloride,Butylphenyl Methylpropional,Hexyl Cinnamal,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,Limonene,Linalool,CI 19140/Yellow 5 Tartrazine,CI 42053/Fast Green 143;https://www.lojagrandha.com.br/tratamento-dos-fios/urbano-spa-blue-soft-mind-shampoo-1-l
3461;Grandha;Gel Removedor de Oleosidade 500g;Urbano Spa Blue - Cleaner Gel Pre-Shampoo;309.7;"
CLEANER GEL PRÉ-SHAMPOO URBANO SPA BLUE
O Cleaner Gel Pré-Shampoo é um gel especial para remoção de oleosidade excessiva. Sua composição é enriquecida com um rico composto de extratos vegetais associados à ação refrescante do mentol, que promove uma importante oxigenação e limpeza profundo do couro cabeludo, gerando uma sensação agradável de extremo bem-estar.
Este pré-shampoo faz parte de um kit de terapia capilar para caspas, queda capilar, calvície e alopecias. O Urbano Spa Blue Hair Therapy é uma composição de benefícios exclusivos que promove limpeza extrema e uma completa terapia capilar com reposição de queratina. Combate à queda capilar e à oleosidade excessiva. Equilíbrio hormonal e metabólico.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Tratamento de calvície, alopecia, queda capilar e outras condições do couro cabeludo.
Gel especial para remoção de oleosidade excessiva.





                Largura
            

                9.00 cm
            




                Altura
            

                25.00 cm
            




                Comprimento
            

                8.00 cm
            




                Peso
            

                575.00 g
            


";"""7898305624860";"


MODO DE USO
Aplique o Cleaner Gel Pré-Shampoo diretamente no couro cabeludo ainda seco e antes do banho, promovendo seu espalhamento por meio de massagem capilar. Deixe agir por 5 minutos e enxágue abundantemente. Siga o procedimento cosmético conforme necessidade do cliente.

";Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Glycerol,Ethylene Glycol Distearate,Trisodium Ethylenediamine Disuccinate,Sodium Lauryl Methyl Isethionate,Cocamide Diethanolamine,Propylene Glycol,Decyl Glucoside,Rosmarinus Officinalis Leaf Extract,Aloe Barbadensis Leaf Extract,Calendula Officinalis Flower Extract,Symphytum Officinale Leaf Extract,Pilocarpus Microphyllus Leaf Extract,Pfaffia Paniculata Root Extract,Cinchona Calisaya Extract,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Perfume,Hydroxypropyl Starch Phosphate,Pyridoxine Hydrochloride,Nicotinamide,Dexpanthenol,Yeast Protein Hydrolyzed,Threonine,Allantoin,Biotin,Potassium Sorbate,Citric Acid,Phenoxyethanol,Sodium Phosphate,Mentha Piperita Leaf Extract,Pentylene Glycol,Salicylic Acid,Menthol,Disodium Edetate Dihydrate,Undecylenic Acid,Tea Tree Oil,Sodium Chloride,Dimethylhydantoin,Butylphenyl Methylpropional,Hexyl Cinnamal,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,Limonene,Linalool,CI 19140 / Yellow 1 Tartrazine,CI 42053 / Fast Green 143;https://www.lojagrandha.com.br/tratamento-dos-fios/urbano-spa-blue-cleaner-gel-pre-shampoo-500-g
3487;Grandha;Condicionador para Couro Cabeludo Sensível Balm 450g;Fito Capillus Eucalyptus - Eucalyptus Balm Conditioner;194.29;"
EUCALYPTUS BALM CONDITIONER FITO CAPILLUS
Bálsamo especial para massagem epicraniana - técnica de massagem que promove o relaxamento da musculatura craniana e o alívio das tensões e elimina fluidos retidos na região da face e diminuição das dores - e para a prevenção dos efeitos do estresse. Atua nas peles mais sensíveis, diminuindo a dor e a fadiga do sistema capilar. Sua formulação trabalha no equilíbrio da microbiota do couro cabeludo, prevenindo a sensibilização e o prurido. Sua fórmula harmoniza três poderosos óleos essenciais: cânfora branca, bergamota e o predominante eucalipto globulus, de forma a proporcionar melhores condições de saúde e bem-estar.
Orientado para o máximo conforto na terapia do banho. Sugerido para os banhos noturnos, com a finalidade de melhorar a qualidade do sono e do descanso. Combina um exclusivo componente biotecnológico de atividade seborreguladora com potencial biomodulador do sistema de defesa imunoinflamatório, auxiliado pela associação de três poderosos óleos essenciais com uma matriz anti-inflamatória. Confere ótimo aspecto à pele e garante o equilíbrio da microbiota, priorizando sua saúde e bem-estar.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Previne os efeitos do estresse e atua no controle da microbiota do couro cabeludo.
Com óleos essenciais de cânfora branca, bergamota e eucalipto globulus.





                Largura
            

                9.00 cm
            




                Altura
            

                24.00 cm
            




                Comprimento
            

                9.00 cm
            




                Peso
            

                518.00 g
            


";"""7898305625614";"


MODO DE USO
Aplique o Eucalyptus Balm Conditioner nos cabelos úmidos logo após o uso do xampu e siga massageando suavemente o couro cabeludo e toda a extensão da fibra capilar. Deixe o produto interagir por ao menos 3 minutos e massageie o couro cabeludo e os cabelos usando os movimentos da reflexologia epicraniana. Enxágue com água morna a fria. Nunca use água muito quente para os serviços de terapias capilares.

";Water,Cetostearyl Alcohol,Cetrimonium Chloride,Alcohol,Propylene Glycol,Amino Bispropyl Dimethicone,Macrogol,Hydrogenated Vegetable Oil,Decamethylcyclopentasiloxane,Dimethicone,Simmondsia Chinensis Seed Oil,Cetomacrogol 1000,Perfume,Menthol,Salicylic Acid,Epilobium Angustifolium Extract,Sodium Metabisulfite,Phenoxyethanol,Disodium Edetate Dihydrate,Aminomethyl Propanol,Pentaerythrityl Tetra-DI-t-Butyl Hydroxyhydrocinnamate,Eucalyptus Globulus Leaf Oil / Eucalyptus Oil,Undecylenic Acid,Cinnamomum Camphora Cortex Oil,Citrus Aurantium Bergamia Fruit Oil,Salicylate Benzyl,Citral,Dextrolimonene,Linalool;https://www.lojagrandha.com.br/tratamento-dos-fios/fito-capillus/fito-capillus-eucalyptus-balm-conditioner-450-g
3489;Grandha;Shampoo para Couro Cabeludo Sensível 1L;Fito Capillus Eucalyptus - Eucalyptus Shampoo;344.32;"
EUCALYPTUS SHAMPOO FITO CAPILLUS
Xampu especial para limpeza e prevenção dos efeitos do estresse. Atua nas peles mais sensíveis, diminuindo a dor e a fadiga do sistema capilar. Sua formulação trabalha no equilíbrio da microbiota do couro cabeludo, prevenindo a sensibilização e o prurido. Sua fórmula harmoniza três poderosos óleos essenciais: cânfora branca, bergamota e o predominante eucalyptus globulus, de forma a proporcionar melhores condições de saúde e bem-estar.
Orientado para o máximo conforto na terapia do banho. Sugerido para os banhos noturnos, com a finalidade de melhorar a qualidade do sono e do descanso. Combina um exclusivo componente biotecnológico de atividade seborreguladora com potencial biomodulador do sistema de defesa imunoinflamatório, auxiliado pela associação de três poderosos óleos essenciais com uma matriz anti-inflamatória. Confere ótimo aspecto à pele e garante o equilíbrio da microbiota, priorizando sua saúde e bem-estar.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Previne os efeitos do estresse e atua no controle da microbiota do couro cabeludo.
Com óleos essenciais de cânfora branca, bergamota e eucalipto globulus.





                Largura
            

                12.00 cm
            




                Altura
            

                28.00 cm
            




                Comprimento
            

                12.00 cm
            




                Peso
            

                1150.00 g
            


";"""7898305625577";"


MODO DE USO
Aplique o Eucalyptus Shampoo nos cabelos úmidos, massageie-os suavemente e enxágue-os. Repita a operação e deixe o produto interagir com os cabelos por ao menos 3 minutos, massageando o couro cabeludo e toda a extensão da fibra capilar. Se houver necessidade, repita a operação pela terceira vez.

";Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Propylene Glycol,Ethoxylated Hydrogenated Castor Oil,Sodium Lauryl Methyl Isethionate,Sodium Methyl Isethionate,Lauric Acid,Sodium Laurate,Guar Hydroxypropyltrimonium Chloride,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Xylityl Sesquicaprylate,Anhydroxylitol,Aminomethyl Propanol,Epilobium Angustifolium Extract,Sodium Metabisulfite,Phenoxyethanol,Levomenthol,Disodium Edetate Dihydrate,Eucalyptus Globulus Leaf Oil/Eucalyptus Oil,Undecylenic Acid,Cinnamomum Camphora Cortex Oil,Citrus Fruit Oil Aurantium Bergamia,Citric Acid,Sodium Chloride,Hexyl Cinnamal,Benzyl Salicylate,Citral,Dextrolimonene,Linalool,CI 19140/Tartrazine Yellow,CI 61570/Acid Green 25;https://www.lojagrandha.com.br/tratamento-dos-fios/fito-capillus/fito-capillus-eucalyptus-shampoo-1-l
3493;Grandha;Shampoo para Feridas no Couro Cabeludo 1L;Fito Capillus Herbal - Fine Herbal Shampoo;319.69;"





                Largura
            

                12.00 cm
            




                Altura
            

                28.00 cm
            




                Comprimento
            

                12.00 cm
            




                Peso
            

                1150.00 g
            


";"""7898305625591";"


MODO DE USO
Aplique o Fine Herbal Shampoo nos cabelos úmidos, massageie intensamente e enxágue. Repita a operação e deixe o produto interagir com o cabelo durante 2 minutos, massageando e estimulando a fibra capilar. Enxágue. Se houver necessidade, repita a operação.

";Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Cocamide Diethanolamine,Glycerol,Disodium Laureth Sulfosuccinate,Propylene Glycol,Perfume,Sodium Lauryl Methyl Isethionate,Sodium Methyl Isethionate,Lauric Acid,Sodium Laurate,Sodium Chloride,Guar Hydroxypropyltrimonium Chloride,Menthol,Sodium Benzoate,Potassium Sorbate,Salicylic Acid,Disodium Edetate,Jojoba Seed Oil,Aloe Vera Leaf Extract,Calendula Extract,Brazilian Ginseng Root Extract,Arnica Flower Extract,Lemongrass Extract,Peppermint Leaf Extract,Camphor Bark Oil,Eucalyptus Oil,Undecylenic Acid,Peppermint Oil,Alpha-Isomethyl Ionone,Benzyl Salicylate,Citronellol,Dextrolimonene,Hexyl Cinnamal,Linalool,Tartrazine Yellow 19140,Green 61570;https://www.lojagrandha.com.br/couro-cabeludo/fito-capillus/fito-capillus-fine-herbal-shampoo-1-l
3459;Grandha;Óleo Vegetal de Abacate 1L;Alkymia di Grandha;408.94;"
ÓLEO VEGETAL DE ABACATE
O Óleo de Abacate, ao contrário da maioria das frutas, é rico em gorduras boas e uma ótima fonte de ácido oleico. Também possui alta concentração de vitamina E, além de uma capacidade de intensa ação desintoxicante e fortalecedora do cabelo e da pele. Auxilia de forma completa no crescimento capilar. É muito eficiente para melhorar a absorção de nutrientes de outros óleos.
Alkymia di Grandha oferece diversos óleos vegetais para aplicação em massagens e terapias complementares. Os óleos vegetais de Alkymia di Grandha são integrais e não possuem qualquer adição de corantes, conservantes ou complementos de fragrâncias. Os óleos vegetais possuem funções específicas. O uso correto deste produto oferece proteção, nutrição, maciez e vitalidade para a pele e para os cabelos.
 
MODO DE USO
Para uso em massagens corporais, faciais, cranianas ou até mesmo em preparados para hidratação e lubrificação dos cabelos. Associe 5 gotas de óleo essencial para cada 10 ml de óleo vegetal carreador.
 
INFORMAÇÕES IMPORTANTES

Produto certificado pela ABT - Academia Brasileira de Tricologia.
Óleo vegetal puro e natural.
Propriedades naturais preservadas, sem adição de corantes ou fragrâncias.
Não testado em animais.





                Largura
            

                14.00 cm
            




                Altura
            

                27.00 cm
            




                Comprimento
            

                14.00 cm
            




                Peso
            

                1150.00 g
            


";"""7898305624808";"



";;https://www.lojagrandha.com.br/manutencao-diaria/alkymia-di-grandha/oleo-vegetal-de-abacate-1-l
3532;Grandha;Creme Finalizador Para Massagem das Mãos 60g;Alkymia;26.24;"
CREME FINALIZADOR PARA O CUIDADO DAS MÃOS
O Creme Finalizador para o cuidado das mãos de Alkymia di Grandha foi delicadamente formulado com óleos essenciais de gerânio, lavanda francesa e pimenta rosa, carreados por óleos vegetais de rosa mosqueta, avelã e amêndoas, especiais para o cuidado e renovação da pele.
Sua fórmula prioriza a proteção e a preservação da microbiota da pele ao combinar aminoácidos essenciais e PCA-Na com extratos glicólicos de aloe vera, calêndula e camomila. Previne microinflamações e otimiza a textura e as condições gerais da pele.
 
INFORMAÇÕES IMPORTANTES

Contém óleos essenciais florais e especiarias finas para a pele.
Dermatologicamente testado.
Não testado em animais.
Produto certificado por ENATI (Escola Nacional de Terapias Integrativas) Brasil.





                Largura
            

                4.00 cm
            




                Altura
            

                7.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                65.00 g
            


";"""7898305625843";"


MODO DE USO
Aplique uma pequena quantidade do Creme Finalizador nas mãos e espalhe-o, massageando até a total secagem do produto. Repita a aplicação, caso ache necessário.

";Water,Cetostearyl Alcohol,Cetyl Alcohol,Glycerol,Cetomacrogol 1000,Sodium Pidolate,Decamethylcyclopentasiloxane,Aloe Barbadensis Leaf Extract,Parfum,Glyceryl Monostearate,Sodium Benzoate,Potassium Sorbate,Dimethicone Crosspolymer,Calendula Officinalis Flower Extract,Propylene Glycol,Chamomilla Recutita Flower Extract,Rosa Canina Fruit Oil,Almond Oil,Disodium Edetate Dihydrate,Citric Acid,Corylus Avellana Seed Oil,Epilobium Angustifolium Extract,Sodium Metabisulfite,Phenoxyethanol,Undecylenic Acid,Schinus Terebinthifolius Seed Oil,Lavender Oil,Pelargonium Graveolens Flower Oil,Benzyl Salicylate,Coumarin,Limonene,Citronellol;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/creme-finalizador-para-as-maos-60-g
3460;Grandha;Óleo Vegetal de Semente de Uva 1L;Alkymia di Grandha;408.94;"
ÓLEO VEGETAL DE SEMENTE DE UVA
O Óleo Vegetal de Semente de Uva apresenta um alto teor de ácidos graxos poli-insaturados - como os ômegas 6 e 9 - e vitamina E. Quando aplicado diretamente no couro cabeludo, trata a caspa, diminui a queda do cabelo e fortalece os fios. Sendo mais leve que o óleo de coco e o azeite, não deixa o cabelo com aspecto oleoso, além de possuir gordura praticamente sem cheiro.
Alkymia di Grandha oferece diversos óleos vegetais para aplicação em massagens e terapias complementares. Os óleos vegetais de Alkymia di Grandha são integrais e não possuem qualquer adição de corantes, conservantes ou complementos de fragrâncias. Os óleos vegetais possuem funções específicas. O uso correto deste produto oferece proteção, nutrição, maciez e vitalidade para a pele e para os cabelos.
 
MODO DE USO
Para uso em massagens corporais, faciais, cranianas ou até mesmo em preparados para hidratação e lubrificação dos cabelos. Associe 5 gotas de óleo essencial para cada 10 ml de óleo vegetal carreador.
 
INFORMAÇÕES IMPORTANTES

Produto certificado pela ABT - Academia Brasileira de Tricologia.
Óleo vegetal puro e natural.
Propriedades naturais preservadas, sem adição de corantes ou fragrâncias.
Não testado em animais.





                Largura
            

                14.00 cm
            




                Altura
            

                27.00 cm
            




                Comprimento
            

                14.00 cm
            




                Peso
            

                1150.00 g
            


";"""7898305624815";"



";;https://www.lojagrandha.com.br/manutencao-diaria/alkymia-di-grandha/oleo-vegetal-de-semente-de-uva-1-l
1896;Grandha;Kit BBtox Absolute Repair;Kits Completos;246.85;"
KIT BBTOX ABSOLUTE REPAIR
NOVA FÓRMULA!
O kit BBtox Absolute Repair é um poderoso repositor de massa para cabelos fragilizados, especialmente por processos químicos como escovas progressivas, alisamentos com ativos legais e descolorações. Rico em polifenois de frutas vermelhas, o tratamento BBtox Absolute Repair tem ação altamente antioxidante, hidratando e preenchendo as imperfeições das cutículas.
Tratamento capilar profissional de ação restauradora e recuperadora da estrutura capilar que combate os danos causados por procedimentos de ""escovas progressivas"", reequilibrando o pH dos cabelos e recondicionando a estrutura capilar à manutenção do efeito liso intenso. Potencializando pela ação integrada do ácido hialurônico com variados componentes reconstrutores e polissacarídeos de tamarindo, enorme fonte de polifenóis e rico em fósforo, cálcio e vitaminas A, B e C.
Kit composto por:
Polisher Shampoo 240 ml
Keratin Complex 240 g
Prime Oil 30 ml
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Reposição de massa para cabelos fragilizados por ""escovas progressivas"".





                Largura
            

                8.00 cm
            




                Altura
            

                20.00 cm
            




                Comprimento
            

                8.00 cm
            




                Peso
            

                640.00 g
            


";"""7898305625393";"


MODO DE USO
1. Aplique o Polisher Shampoo nos cabelos úmidos, massageie intensamente e enxágue. Repita a operação e deixe o produto interagir com os cabelos por 2 minutos, massageando e estimulando a fibra capilar. Enxágue.
2. Aplique a máscara capilar Keratin Complex nos cabelos úmidos, massageie intensamente e promova o desembaraço mecha a mecha. Deixe agir por 8 minutos e enxágue.
3. Aplique o Prime Oil BBtox nos cabelos parcialmente úmidos e penteie como de costume. Não precisa enxaguar.

";;https://www.lojagrandha.com.br/cabelo-alisado/kit-bbtox-absolute-repair
1895;Grandha;Kit Fito Capillus Herbal;Kits Completos;458.47;"





                Largura
            

                15.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                800.00 g
            


";"""7898305625386";"



";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-fito-capillus-herbal
3003;Grandha;Restaurador para Transição Capilar 35ml;Building Fiber;31.69;"
BUILDING FIBER REPARAÇÃO ABSOLUTA
O novo Building Fiber é um restaurador capilar de alto desempenho que confere controle dinâmico e equilíbrio de textura da fibra capilar. Sua composição contempla uma associação de 18-MEA, o mais importante lipídio natural dos cabelos, com óleos vegetais ricos em ácidos graxos essenciais e uma dose extra de queratina hidrolisada com aminoácidos livres de alta adesão. Sua emulsão carreadora garante bom equilíbrio e desempenho nos cabelos, garantindo a entrega e a retenção dos ativos propostos em sua fórmula.
Ideal para processos de transição e recuperação capilar. O resultado é sempre um cabelo mais forte, macio e em melhores condições de enfrentar novos procedimentos químicos. O novo Building Fiber age sobre toda a estrutura capilar, fortalecendo as cadeias de queratina através da reposição de ativos fundamentais à sua reestruturação, recuperação de textura e aumento da resistência mecânica.


INFORMAÇÕES IMPORTANTES

Reconstrutor capilar.
Reposição lipídica.
Carga de queratina.
Certificado pela ABT - Academia Brasileira de Tricologia.
Não testado em animais.
	 





                Largura
            

                3.00 cm
            




                Altura
            

                6.00 cm
            




                Comprimento
            

                3.00 cm
            




                Peso
            

                40.00 g
            


";"""7898305623405";"


MODO DE USO
Aplique sobre os cabelos limpos e levemente umedecidos e massageie-os até seu total desembaraço. Deixe o produto agir por 5 minutos. Enxágue ou siga o procedimento cosmético de sua preferência. Para procedimentos de transição capilar e reparação absoluta, aplique o novo Building Fiber nos cabelos limpos e levemente umedecidos e deixe secar naturalmente. No caso desta última opção, não enxágue.

";Water,Amino Bispropyl Dimethicone,Glycerol,Hydrogenated Castor Oil Ethoxylated,Perfume,Acetamide Mea,Hydrolyzed Keratin,Dexpanthenol,Sorbitol,Sodium Cocoyl Collagen Amino Acids,Cocoyl Sarcosine,Wheat Germ Acid,Triticum Vulgare Germ Oil,Polysorbate 20,Linoleic Acid,Linolenic Acid,Tocopherol,Simmondsia Chinensis Seed Oil,Dextroalpha Tocopheryl Acetate,Polysorbate 80,Hydrolyzed Glycosaminoglycans,Sodium Hyaluronate,Cetyl Alcohol,Behentrimonium Methosulfate,C10-40 Isoalkylamidopropylethyldimonium Ethosulfate,Guar Hydroxypropyltrimonium Chloride,Polyquaternium-37,Propylene Glycol Dicaprylate/Dicaprate,PPG-1 Trideceth-6,Acrylates/Stearyl Methacrylate Copolymer,Sorbitan Oleate,Citric Acid,Sodium Benzoate,Potassium Sorbate,Disodium Edetate Dihydrate,Simmondsia Chinensis Seed Oil,Polyquaternium-10,Sodium Acetate,Isopropyl Alcohol,Benzotriazolyl Dodecyl p-Cresol,Sodium Chloride,Coumarin,Geraniol,CI 19140/Yellow Tartrazine,CI 61570/Acid Green 25;https://www.lojagrandha.com.br/finalizadores/building-fiber-35-ml
1894;Grandha;Kit Refresh Flores & Vegetais;Kits Completos;254.75;"
KIT REFRESH FLORES & VEGETAIS
Harmonização do sistema capilar para cabelos frágeis e o couro cabeludo debilitado ou excessivamente oleoso. O kit Refresh, da linha de terapia capilar, Flores e Vegetais, combina um toque de óleo essencial de lavanda com os cuidados da calêndula e a refrescância da hortelã para a harmonização do sistema capilar e o tratamento de cabelos frágeis.
Kit composto por:
Refresh Shampoo 300ml
Refresh Conditioner 240g
Refresh Leave-on 120g

INFORMAÇÕES IMPORTANTES

Não testado em animais.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Calêndula, hortelã e óleo essencial de lavanda francesa.
Dermatologicamente testado.





                Largura
            

                15.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                715.00 g
            


";"""7898305625379";"


MODO DE USO
1. Aplique o Refresh Shampoo nos cabelos previamente molhados e massageie abundantemente e enxágue. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.
 
2. Aplique o Refresh Conditioner nos cabelos ainda úmidos e massageie as mechas, promovendo desembaraço e alinhamento dos cabelos. Deixe o produto agir por 5 minutos e enxágue os cabelos.
 
3. Aplique o Refresh Leave-on nos cabelos lavados e ainda úmidos e espalhe o produto cuidadosamente por todo o cabelo. Não enxágue. A finalização com uso de secador ou chapinha é opcional.

";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-refresh-flores-vegetais
1893;Grandha;Kit Tonific Flores & Vegetais;Kits Completos;256.62;"
KIT TONIFIC FLORES & VEGETAIS
Tonificação e fortalecimento dos cabelos. O kit Tonific, da linha de terapia capilar, Flores e Vegetais, é a clássica associação dos extratos concentrados de aloe vera e ginseng, com um toque de óleo essencial de alecrim para tonificar e fortalecer os cabelos.
A clássica associação dos extratos concentrados de aloe vera e ginseng com um toque de óleo essencial de alecrim para tonificar e fortalecer os cabelos.
Kit composto por:
Tonific Shampoo 300ml
Tonific Baba D'Aloe 240g
Tonific Growing Fluid 130ml
 
INFORMAÇÕES IMPORTANTES

Dermatologicamente testado.
Com aloe vera, ginseng e óleo essencial de alecrim.
Não testado em animais.
Certificado pela ABT - Academia Brasileira de Tricologia.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.





                Largura
            

                15.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                15.00 cm
            




                Peso
            

                715.00 g
            


";"""7898305625362";"


MODO DE USO
1. Aplique o Tonific Shampoo nos cabelos previamente molhados, massageie abundantemente e enxágue. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.
 
2. Aplique o Baba D'Aloe no couro cabeludo, ainda levemente umedecido, após a lavagem dos cabelos. Massageie lentamente para estimular a melhor absorção do produto e estenda a aplicação para os cabelos. Aguarde por 10 minutos e enxágue. Este produto também pode ser aplicado com o propósito de TERAPIAS NOTURNAS. Aplique após o banho e permaneça com o produto nos cabelos por toda a noite. Somente retire-o na manhã seguinte com a lavagem normal dos cabelos.
 
3. Aplique o Tonific Growing Fluid nos cabelos e no couro cabeludo ainda úmido. Massageie e não enxágue. Seu uso constante promove o equilíbrio hidrolipídico do couro cabeludo e dos cabelos, melhorando as condições gerais do sistema capilar.

";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/kit-tonific-flores-vegetais
