REF;Marca;Nome do Produto;Linha;Valor;Descrição Geral;Código de Barras;;Modo de Uso;Composição;Link do Produto
3070;Grandha;Gel Removedor de Oleosidade 120g;Urbano Spa Blue - Cleaner Pre-Shampoo;99.9;"
CLEANER GEL PRÉ-SHAMPOO URBANO SPA BLUE
O Cleaner Gel Pré-Shampoo é um gel especial para remoção de oleosidade excessiva. Sua composição é enriquecida com um rico composto de extratos vegetais associados à ação refrescante do mentol, que promove uma importante oxigenação e limpeza profundo do couro cabeludo, gerando uma sensação agradável de extremo bem-estar.
Este pré-shampoo faz parte de um kit de terapia capilar para caspas, queda capilar, calvície e alopecias. O Urbano Spa Blue Hair Therapy é uma composição de benefícios exclusivos que promove limpeza extrema e uma completa terapia capilar com reposição de queratina. Combate à queda capilar e à oleosidade excessiva. Equilíbrio hormonal e metabólico.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Tratamento de calvície, alopecia, queda capilar e outras condições do couro cabeludo.
Gel especial para remoção de oleosidade excessiva.





                Largura
            

                5.00 cm
            




                Altura
            

                16.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                140.00 g
            


";7.89831E+12;'7898305624105;"


MODO DE USO
Aplique o Cleaner Gel Pré-Shampoo diretamente no couro cabeludo ainda seco e antes do banho, promovendo seu espalhamento por meio de massagem capilar. Deixe agir por 5 minutos e enxágue abundantemente. Siga o procedimento cosmético conforme necessidade do cliente.

";Água, Lauriletersulfato de Sódio, Cocamidopropil Betaína,Glicerol, Diestearato de Etilenoglicol Etilenodiamina Dissuccinato Trissódico, Lauril Metil Isetionato de Sódio, Dietanolamina Cocamida, Propilenoglicol, Decil Glucosídeo, , Extrato de Folha Rosmarinus Officinalis, Extrato de Folha de Aloe Barbadensis, Extrato de Flor de Calêndula Officinalis, Extrato da Folha de Symphytum Officinale, , Extrato da Folha de Pilocarpus Microphyllus, Extrato de Raiz de Pfaffia Paniculata, Extrato de Cinchona Calisaya Extract , Crospolímero de Acrilatos/ Acrilato de Alquila C10-30,Perfume, Fosfato de Amido Hidroxipropil, Cloridrato de Piridoxina, Nicotinamida, Dexpantenol, Proteína de Levedura Hidrolisada, Treonina, Alantoína,Biotina, Sorbato de Potássio, Ácido Cítrico, Fenoxietanol, Fosfato de Sódio, Extrato da Folha de Mentha Piperita, Pentilenoglicol, Ácido Salicílico,Mentol, Edetato Dissódico Di-hidratado, Ácido Undecilênico, Óleo de Melaleuca, Cloreto de Sódio, Dimetilidantoína, Butilfenil Metilpropional, Hexil Cinamal, Hidroxiisoexil 3-Cicloexeno Carboxaldeido,Limoneno, Linalol, CI 19140/ Amarelo de Tartrazina, CI 42053/Verde Rápido 143.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/urbano-spa-blue-cleaner-gel-pre-shampoo-120-g
3069;Grandha;Fluido Repositor de Queratina 250ml;Urbano Spa Blue - Amino Complex Hair Therapy;129.59;"
AMINO COMPLEX HAIR THERAPY URBANO SPA BLUE
O Amino Complex Hair Therapy é um restaurador capilar que faz parte de um kit de terapia capilar para caspas, queda capilar, calvície e alopecias. Fluído de ação polinutritiva enriquecido com os mais importantes aminoácidos essenciais ao cabelo. Sua formulação combina um rico composto de extratos vegetais para o fortalecimento dos fios e estimulação do folículo piloso ao efeito tensor do ácido hialurônico, proporcionando um tratamento cosmético simultâneo para os cabelos e couro cabeludo.
O Urbano Spa Blue Hair Therapy é uma composição de benefícios exclusivos que promove limpeza extrema e uma completa terapia capilar com reposição de queratina. Combate à queda capilar e à oleosidade excessiva. Equilíbrio hormonal e metabólico.
 

INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Tratamento de calvície, alopecia, queda capilar e outras condições do couro cabeludo.
Fluído restaurador para o fortalecimento dos fios e estimulação do folículo piloso.





                Largura
            

                5.00 cm
            




                Altura
            

                16.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                290.00 g
            


";7.89831E+12;'7898305623757;"


MODO DE USO
Aplique o Amino Complex Hair Therapy nos cabelos e no couro cabeludo ainda úmidos. Massageie e não enxágue. Seu uso constante promove equilíbrio hidrolipídico dos cabelos, melhorando suas condições gerais e seu controle estático.

";Água, Amino Bispropil Dimeticona, Glicerol, Óleo de Rícino Hidrogenado Etoxilado, Propilenoglicol, Extrato de Folha de Aloe Barbadensis, Extrato de Flor de Calêndula Officinalis, Extrato de Raiz de Pfaffia Paniculata, Extrato de Flor de Arnica Montana, Extrato de Cymbopogon Citratus, Extrato da Folha de Mentha Piperita, Perfume, Pidolato de Sódio, Lactato de Sódio, Arginina, Ácido Aspártico, Ácido Pidólico, Glicina, Alanina, Serina, Levovalina, Prolina, Treonina, Isoleucina, Histidina, Fenilalanina, Fenoxietanol, Etilexilglicerina, Arginina, Acetiltirosina, Dimeticona, Copoliol, Pantotenato de Cálcio, Gluconato de Zinco, Nicotinamida, Cloridrato de Ornitina, Poliquatérnio-11, Citrulina, Proteína de Soja Hidrolisada, Glucosamina HCL, Extrato de raiz de Arctium Majus, Extrato de raiz de Panax Ginseng, Biotina, Fenoxietanol, Succinato de Sódio, Proteína de Lupino Hidrolisada, Etilexilglicerina, Extrato da Folha de Mentha Piperita, Pentilenoglicol, Dimeticonol, Dodecilbenzenossulfonato de TEA, Edetato Dissódico Di-hidratado, Cafeína Anidra, Benzoato de Sódio, Edetato Dissódico Di-hidratado, Levomentol, Hialuronato de Sódio, Geraniol, Hexil Cinamal, Limoneno, Linalol.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/urbano-spa-blue-amino-complex-hair-therapy-250-ml
3286;Grandha;Creme Sem Enxágue para Cabelos Oleosos Leave-on 120g;Refresh;79.23;"
REFRESH LEAVE-ON FLORES & VEGETAIS
Harmonização do sistema capilar para cabelos frágeis e o couro cabeludo debilitado ou excessivamente oleoso. O Refresh Leave-on traz um blend que harmoniza o sistema capilar, tratando os cabelos frágeis e refrescando o couro cabeludo. Ideal para ser usado em conjunto com o Kit Refresh Flores & Vegetais. O kit Refresh, da linha de terapia capilar, Flores e Vegetais, combina um toque de óleo essencial de lavanda com os cuidados da calêndula e a refrescância da hortelã para a harmonização do sistema capilar e o tratamento de cabelos frágeis.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Calêndula, hortelã e óleo essencial de lavanda francesa.
Dermatologicamente testado.





                Largura
            

                5.00 cm
            




                Altura
            

                13.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                160.00 g
            


";7.89831E+12;'7898305624204;"


MODO DE USO
Aplique o Refresh Leave-on nos cabelos lavados e ainda úmidos e espalhe o produto cuidadosamente por todo o cabelo. Não enxágue. A finalização com uso de secador ou chapinha é opcional.

";Agua, Propilenoglicol, Cloreto de Guar Hidroxipropiltrimônio, Amodimeticona, C11-15 Parete-7, Laurete-9, Glicerol, Tridecete-12, Dimeticonol, Dodecilbenzenossulfonato de TEA, Perfume, Decametilciclopentasiloxano, Dimeticona, Poliquatérnio-37, Dicaprilato / Dicaprato de Propilenoglicol,  PPG-1 Tridecete-6, Copolímero de Acrilatos/ Metacrilato de Estearila, Oleato de Sorbitano, Ácido Cítrico, Fenil Trimeticona,Extrato De Calêndula, Extrato Da Flor/Folha/Haste De Hortelã-Doce, Ácido Salicílico, Edetato Dissódico, Aminometil Propanol, Mentol, Óleo de Lavanda, Ácido Undecilênico, Cumarina, Limoneno, Hexil Cinamal, Hidroxicitronelal, Linalol,Corante Amarelo De Tartrazina 19140, Corante Verde 61570.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/refresh-leave-on-130-g
3284;Grandha;Shampoo para Cabelos Oleosos 300ml;Refresh;91.29;"
REFRESH SHAMPOO FLORES & VEGETAIS
Harmonização do sistema capilar para cabelos frágeis e o couro cabeludo debilitado ou excessivamente oleoso. O Refresh Shampoo traz um blend que harmoniza o sistema capilar, tratando os cabelos frágeis e refrescando o couro cabeludo. Ideal para ser usado em conjunto com o Kit Refresh Flores & Vegetais. O kit Refresh, da linha de terapia capilar, Flores e Vegetais, combina um toque de óleo essencial de lavanda com os cuidados da calêndula e a refrescância da hortelã para a harmonização do sistema capilar e o tratamento de cabelos frágeis.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Calêndula, hortelã e óleo essencial de lavanda francesa.
Dermatologicamente testado.





                Largura
            

                5.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                330.00 g
            


";7.89831E+12;'7898305624181;"


MODO DE USO
Aplique o Refresh Shampoo nos cabelos previamente molhados e massageie abundantemente e enxágue. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.

";Água, Lauriletersulfato de Sódio, Laurete-2,Cocamidopropil Betaína, Dietanolamina Cocamida, Glicerol, Propilenoglicol, Perfume, Lauril Metil Isetionato de Sódio, Metil Isetionato de Sódio, Ácido Laurico, Laurato de Sódio, Decil Glucosídeo, Ácido Salicílico, Cloreto de Guar Hidroxipropiltrimônio,Óleo de Calêndula,Extrato Da Flor/Folha/Haste De Hortelã-Doce, Edetato dissódico, Mentol, Óleo de Lavanda, Aminometil Propanol, Ácido Undecilênico, Cloreto de Sódio, Hexil Cinamal, Linalol, Hidroxicitronelal,  Corante Amarelo De Tartrazina 19140, Corante Verde 61570.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/refresh-shampoo-300-ml
3285;Grandha;Condicionador para Cabelos Oleosos 240g;Refresh;84.23;"
REFRESH CONDITIONER FLORES & VEGETAIS
Harmonização do sistema capilar para cabelos frágeis e o couro cabeludo debilitado ou excessivamente oleoso. O Refresh Conditioner traz um blend que harmoniza o sistema capilar, tratando os cabelos frágeis e refrescando o couro cabeludo. Ideal para ser usado em conjunto com o Kit Refresh Flores & Vegetais. O kit Refresh, da linha de terapia capilar, Flores e Vegetais, combina um toque de óleo essencial de lavanda com os cuidados da calêndula e a refrescância da hortelã para a harmonização do sistema capilar e o tratamento de cabelos frágeis.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Calêndula, hortelã e óleo essencial de lavanda francesa.
Dermatologicamente testado.





                Largura
            

                5.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                300.00 g
            


";7.89831E+12;'7898305624198;"


MODO DE USO
Aplique o Refresh Conditioner nos cabelos ainda úmidos e massageie as mechas, promovendo desembaraço e alinhamento dos cabelos. Deixe o produto agir por 5 minutos e enxágue os cabelos.

";Água, Álcool cetílico, Álcool estearílico, Álcool Miristílico, Álcool Laurílico, Cloreto de Cetrimônio, Álcool Etílico, Propilenoglicol, Amino Bispropil Dimeticona, PEG-90M, Decametilciclopentasiloxano, Dimeticona, Perfume, Cetearete-20, Óleo de Palmiste,Extrato De Calêndula, Extrato Da Flor/Folha/Haste De Hortelã-Doce, Ácido Salicílico, Aminometil Propanol, Edetato dissódico, Mentol, Óleo de Lavanda, Tetra-DI-t-Butil Hidroxiidrocinamato de Pentaeritritila, Ácido Undecilênico, Corante Amarelo De Tartrazina 19140, Corante Verde 61570, Cumarina, Dextrolimoneno, Salicilato de Hexila, Hidroxicitronelal, Linalol.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/refresh-conditioner-240-g
3054;Grandha;Finalizador para Efeito Liso Progressive Leave-in 150g;Revitamax Progressive Leave-in;70.07;"
PROGRESSIVE LEAVE-IN
O restaurador capilar Progressive Leave-in estimula o efeito liso nos fios, além de contribuir para o melhoramento geral da estrutura capilar, bem como para um significativo controle estático dos fios. A dosagem extra de peptídeos de queratina com silicones de alto desempenho garante a reparação e integridade dos fios.
Um sistema avançado de proteção térmica de modelagem e controle para uma perfeita definição dos cabelos, que prioriza a leveza e o conforto dos ativos naturais, com uma experiência olfativa única e uma formulação repleta de benefícios e associações de óleos vegetais preservados de aloe vera, semente de uva e damasco.
Fórmula verde com foco nos princípios da sustentabilidade com aplicações inteligentes da fitoterapia cosmética, enriquecida com óleos essenciais de laranja doce, canela cássia e cravo folha para a valorização da beleza e do bem-estar.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Proteção térmica e controle para estimular o efeito liso dos cabelos.
Fitoterapia de alto desempenho com óleos vegetais preservados.
Dermatologicamente testado.

 




                Largura
            

                6.00 cm
            




                Altura
            

                18.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                160.00 g
            


";7.89831E+12;'7898305629926;"


MODO DE USO
Aplique o Revitamax Progressive Leave-in sobre os cabelos limpos e levemente úmidos e distribua o produto mecha a mecha ao longo de todo o comprimento, estilizando os cabelos. Modele com as mãos ou com a ajuda de um secador. Não enxágue. Não aplique ese produto no couro cabeludo.

";Água, Decametilciclopentasiloxano, Dimeticona, Cloreto de Guar Hidroxipropiltrimônio, Propilenoglicol, Dimeticonol, Dodecilbenzenossulfonato de TEA, Amino Bispropil Dimeticona, Benzoato de Sódio, Sorbato de Potássio, Poliquatérnio-37, Dicaprilato / Dicaprato de Propilenoglicol, PPG-1 Trideceth-6, Copolímero de Acrilatos/ Metacrilato de Estearila, Oleato de Sorbitana, Ácido Cítrico, Fenil Trimeticona, Óleo de Rícino Hidrogenado Etoxilado, Pidolato de Sódio, Lactato de Sódio, Arginina, Ácido Aspártico, Ácido Pidólico, Glicina, Alanina, Serina, Levovalina, Prolina, Treonina, Isoleucina, Histidina, Fenilalanina, Perfume, Edetato Dissódico Di-hidratado, Perfume, Extrato de folha de Aloe Barbadensis, Óleo da Semente Vitis Vinífera, Óleo da Castanha de Prunus Armeniaca, Óleo da Casca de Citrus Aurantium Dulcis, Óleo de Cravo, Óleo da Folha Cinnamomum Cassia, Amil Cinamal, Citronelol, Cumarina, Dextrolimoneno, Hexil Cinamal, Linalol.;https://www.lojagrandha.com.br/finalizadores/progressive-leave-in-150-g
3501;Grandha;Água Micelar para Pós-Praia e Piscina 200ml;Mix Oil - Acqua Soft;92.97;"
ACQUA SOFT MIX OIL COCONUT & ARGAN
O Acqua Soft é uma associação de água de coco com um toque de óleo essencial de lavanda francesa. Cuidadosamente elaborado, proporciona frescor e conforto à pele bronzeada pelo sol e também no pós-banho. Rico em antioxidantes, também exerce ação anti-age no cabelo exposto demasiadamente ao sol. Sua fórmula atribui melhorias na pele com propriedades calmantes que previnem a vermelhidão, microinflamações e a sensibilidade causada pelos efeitos nocivos do sol e do calor.
Controle hidrolipídico dos fios. Brilho e sedosidade com ação antioxidante. Acqua Soft Mix Oil Coconut & Argan é um produto para o corpo e cabelo, ideal para o pós-praia ou piscina. Água de coco refrescante, com um toque de óleo essencial de lavanda francesa. O kit Mix Oil Coconut & Argan é rico em antioxidantes, pois conta com óleo de coco e óleo de argan em sua composição. Atua de forma a desacelerar o envelhecimento natural dos cabelos, proporcionando um brilho incrível, além do frescor do cheirinho de coco.



INFORMAÇÕES IMPORTANTES

Não testado em animais.
Água de coco refrescante para o corpo e cabelo, com um toque de óleo essencial de lavanda francesa.
Ideal para o pós-praia e pós-piscina.
Com óleos de coco e argan.





                Largura
            

                5.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                240.00 g
            


";7.89831E+12;'7898305625645;"


MODO DE USO
Após o banho, pulverize o Acqua Soft sobre o corpo e o cabelo, espalhando-o com as mãos para hidratar e refrescar pele e cabelos. Ideal para os momentos de praia e piscina, é excelente para suavizar a pele e preservar os cabelos expostos ao sol.

";Água, Pidolato de Sódio, Propilenoglicol, Óleo de Rícino Hidrogenado Etoxilado, Fenoxietanol, Etilexilglicerina, Amodimeticona, C11-15 Pareth-7, Lauromacrogol 400, Glicerol, Trideceth-12, Extrato da Folha de Mentha Piperita, Pentilenoglicol, Edetato Dissódico Di-hidratado, Extrato de Epilobium Angustifolium, Metabissulfito de Sódio, Óleo de Caroço de Argânia Spinosa, Óleo da Castanha de Elaeis Guineensis, Butileno Glicol, Sorbitol, Lecitina, Goma Xantana, Ácido Maslínico, Caprilato de Glicerila, Fenilpropanol, Óleo de Lavanda, Levomentol, Cumarina, Salicilato de Benzila, Limoneno.;https://www.lojagrandha.com.br/manutencao-diaria/acqua-soft-mix-oil-200-ml
3504;Grandha;Condicionador Pós-Praia e Piscina 280g;Mix Oil - Verniz Texture;118.68;"
VERNIZ TEXTURE MIX OIL COCONUT & ARGAN
Máscara capilar hidratante com ampla capacidade polinutritiva e doadora de brilho. A sinergia dos óleos de coco e argan estabelece maior potencial antioxidante, em função das altas taxas de vitamina E e ácidos graxos essenciais, os quais diminuem o desgaste provocado por processos químicos e restabelecem a integridade dos cabelos. Não há contraindicações.
Controle hidrolipídico dos fios. Brilho e sedosidade com ação antioxidante. Verniz Texture de Grandha é um condicionador polinutritivo para reparação e polimento dos fios. Toda a linha Mix Oil Coconut & Argan é ideal para o pós-praia ou piscina e também para cabelos fragilizados por processos químicos. O kit Mix Oil Coconut & Argan é rico em antioxidantes, pois conta com óleo de coco e óleo de argan em sua composição. Atua de forma a desacelerar o envelhecimento natural dos cabelos, proporcionando um brilho incrível, além do frescor do cheirinho de coco.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Condicionador polinutritivo para reparação e polimento dos fios.
Ideal para o pós-praia e pós-piscina.
Com óleos de coco e argan.





                Largura
            

                8.00 cm
            




                Altura
            

                17.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                173.00 g
            


";7.89831E+12;'7898305623634;"


MODO DE USO
Aplique o condicionador Verniz Texture nos cabelos ainda úmidos e massageie-os mecha a mecha, até promover o completo desembaraço dos fios. Aguarde 5 minutos e enxágue.

";Água, Álcool Cetoestearílico, Glicerol, Amino Bispropil Dimeticona, Cloreto de Cetrimônio, Álcool Etílico, Propilenoglicol, Álcool cetílico, Álcool estearílico, Álcool Miristílico, Álcool Laurílico, Óleo de Palmiste, Cloreto de Beentrimônio, Álcool Isopropílico, Decametilciclopentasiloxano, Dimeticona, Perfume, Cetearete-20, Dimeticonol, Crospolímero de Dimeticona, Fenil Trimeticona, Aminopropílica, Benzoato de Sódio, Sorbato de Potássio, Edetato dissódico, Óleo da Castanha de Argan Tetra-DI-t-Butil Hidroxiidrocinamato de Pentaeritritila, Ácido Cítrico, Cumarina.;https://www.lojagrandha.com.br/manutencao-diaria/verniz-texture-coconut-argan-280-g
3499;Grandha;Finalizador Pós-Praia e Piscina 50ml;Mix Oil - Premium Vital Supply;123.07;"
PREMIUM VITAL SUPPLY MIX OIL COCONUT & ARGAN
O Premium Vital Supply foi concebido para destacar a textura e o brilho dos cabelos. Promove adequações no balanço hidrolipídico dos fios e melhora o controle estático da fibra capilar. Possui uma dose extra de óleos de coco e argan para combater o ressecamento e atuar na preservação da saúde dos cabelos. Ideal para proteger os cabelos da agressão dos ambientes de praia e piscina.
Controle hidrolipídico dos fios. Brilho e sedosidade com ação antioxidante. Premium Vital Supply Mix Oil Coconut & Argan 50ml é um blend especial de ação polinutritiva e reparadora dos fios. Ideal para o pós-praia ou piscina e também cabelos fragilizados por processos químicos. O kit Mix Oil Coconut & Argan é rico em antioxidantes, pois conta com óleo de coco e óleo de argan em sua composição. Atua de forma a desacelerar o envelhecimento natural dos cabelos, proporcionando um brilho incrível, além do frescor do cheirinho de coco.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Blend especial de ação polinutritiva e reparadora dos fios.
Ideal para o pós-praia e pós-piscina.
Com óleos de coco e argan.





                Largura
            

                4.00 cm
            




                Altura
            

                7.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                65.00 g
            


";7.89831E+12;'7898305625621;"


MODO DE USO
Aplique o Premium Vital Supply sobre os cabelos secos ou levemente úmidos e espalhe-o com as mãos com movimentos livres para modelar os cabelos. Não enxágue. Use antes e depois da exposição à praia ou piscina.

";Decametilciclopentasiloxano, Dimeticona, Dimeticonol, Crospolímero de Dimeticona, Óleo de Caroço de Argânia Spinosa, Perfume, Fenil Trimeticona Aminopropílica, Elaeis Guineensis Kernel Oil, Cumarina, Salicilato de Benzila, Dextrolimoneno, CI 47000/Amarelo, Cl 26100/Vermelho 17.;https://www.lojagrandha.com.br/finalizadores/premium-vital-supply-50-ml
3502;Grandha;Máscara Capilar Pos-Praia e Piscina 300g;Mix Oil - Power Moisturizing Cream;134.52;"
POWER MOISTURIZING CREAM MIX OIL COCONUT & ARGAN
O Power Moisturizing Cream promove uma hidratação de amplo impacto nos cabelos, por meio da compensação hidrolipídica que combate o ressecamento e o desgaste pela ação do tempo, assim como por processos químicos. A combinação dos óleos de coco e argan em doses generosas garante um resultado notável desde a primeira aplicação. Um efeito único de textura para rituais de cuidados extremos com os cabelos.
Controle hidrolipídico dos fios. Brilho e sedosidade com ação antioxidante. Power Moisturizing Cream de Grandha, pertence à família Mix Oil Coconut & Argan. Ideal para o pós-praia, usado como máscara polinutritiva para a compensação hidrolipídica dos cabelos. O kit Mix Oil Coconut & Argan é rico em antioxidantes, pois conta com óleo de coco e óleo de argan em sua composição. Atua de forma a desacelerar o envelhecimento natural dos cabelos, proporcionando um brilho incrível, além do frescor do cheirinho de coco.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Máscara polinutritiva para compensação hidrolipídica dos cabelos.
Ideal para o pós-praia e pós-piscina.
Com óleos de coco e argan.





                Largura
            

                13.00 cm
            




                Altura
            

                7.00 cm
            




                Comprimento
            

                7.00 cm
            




                Peso
            

                340.00 g
            


";7.89831E+12;'7898305625638;"


MODO DE USO
Aplique o Power Moisturizing Cream sobre os cabelos limpos e levemente úmidos. Massageie-os delicadamente, mecha a mecha, promovendo desembaraço e contato completo com o produto. Deixe o produto agir por 10 minutos e remova-os com água morna e movimentos suaves.

";Água, Álcool Cetoestearílico, Decametilciclopentasiloxano, Cloreto de Beentrimônio, Álcool Isopropílico, Macrogol, Óleo de Coco, Álcool cetílico, Glicerol, Dimeticona, Perfume, Benzoato de Sódio, Sorbato de Potássio, Óleo Persea Gratissima, Edetato Dissódico, Ácido Cítrico, Óleo da Castanha de Argânia Spinosa, Tetra-Di-t-Butil Hidroxiidrocinamato de Pentaeritritila, Cumarina.;https://www.lojagrandha.com.br/manutencao-diaria/power-moisturizing-cream-300-g
3490;Grandha;Shampoo Anticaspa Up Ice 250ml;Fito Capillus Tea Tree;137.63;"
TEA TREE UP ICE SHAMPOO ANTICASPA
Shampoo para combate à caspa, seborreia e outras disfunções de oleosidade do couro cabeludo. Previne o prurido e promove o equilíbrio da microbiota do couro cabeludo, a fim de suprimir as causas e origens das disfunções. Sua fórmula combina poderosos óleos essenciais de ação antisséptica e antifúngica: óleos essenciais de melaleuca e cedro virgínia, associados numa matriz anti-inflamatória com o óleo essencial de cânfora branca, salicilato de metila e o poderoso ácido maslínico nanoparticulado. Seu potencial extergente é evidenciado por um notável efeito refrescante e seus resultados podem ser percebidos desde as primeiras aplicações.
O Tea Tree Up Ice Shampoo Anticaspa funciona pelo moderno princípio da ação combinada, com um sistema integrado de ativos que agem em 3 frentes distintas. Apresenta máxima efetividade no combate à caspa por meio do equilíbrio da microbiota do couro cabeludo, alcançando resultados satisfatórios já nos primeiros dias de uso.
 
INFORMAÇÕES IMPORTANTES

Dermatologicamente testado.
Clinicamente testado.
Não testado em animais.
Atua na remoção da caspa, no combate a microinflamações e no controle da atividade pilossebácea.
Regula a produção de sebo.
Regula a resposta imunoinflamatória do couro cabeludo.
Reforça o estrato córneo, limpa e remove a caspa.





                Largura
            

                5.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                300.00 g
            


";7.89831E+12;'7898305625584;"


MODO DE USO
Aplique o Tea Tree Up Ice Shampoo Anticaspa nos cabelos úmidos, massageie suavemente e enxágue. Repita a operação e deixe o produto interagir com os cabelos por ao menos 3 minutos, massageando o couro cabeludo e toda a extensão da fibra capilar. Se houver necessidade, repita a operação pela terceira vez.

";Água, Lauriletersulfato de Sódio, Cocamidopropil Betaína, Glicerol, Lauret Sulfossuccinato Dissódico, Dietanolamina Cocamida, Propilenoglicol, Decil Glucosídeo, Ácido Salicílico, Perfume, Cloreto de Guar Hidroxipropiltrimônio, Extrato de Epilobium Angustifolium, Metabissulfito de Sódio, Fenoxietanol, Levomentol, Butileno Glicol, Sorbitol, Lecitina, Goma Xantana, Ácido Maslínico, Caprilil glicol, Edetato Dissódico, Caprilato de Glicerila, Fenilpropanol, Poliquatérnio-10, Acetato de Sódio, Álcool Isopropílico, Salicilato de Metila, Óleo de Melaleuca, Óleo do Cortex de Cinnamomum Camphora, Óleo de Juniperus Virginiana, Ácido Undecilênico, Cloreto de Sódio, Dimetilidantoína, Corantes: CI 61570/ Verde Ácido 25, CI 19140/ Amarelo de Tartrazina.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/tea-tree-up-ice-shampoo-anticaspa-250-ml
3453;Grandha;Shampoo para Cabelos Finos e Delicados 300ml;Flowers;91.29;"
FLOWERS SHAMPOO FLORES & VEGETAIS
Suavizante do couro cabeludo, trata cabelos finos e delicados. A linha Flowers atua na suavização do couro cabeludo, tratando cabelos finos e delicados. O shampoo Flowers, da linha de terapia capilar, Flores e Vegetais, traz a elegância e o equilíbrio do óleo essencial de palmarosa com a delicadeza do girassol e da camomila para suavizar o couro cabeludo mais sensível e os cabelos mais finos e delicados.

INFORMAÇÕES IMPORTANTES

Não testado em animais.
Certificado pela ABT - Academia Brasileira de Tricologia.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Dermatologicamente testado.
Com girassol, camomila e óleo essencial de palmarosa.





                Largura
            

                6.00 cm
            




                Altura
            

                16.00 cm
            




                Comprimento
            

                6.00 cm
            




                Peso
            

                370.00 g
            


";7.89831E+12;'7898305624914;"


MODO DE USO
Aplique o Flowers Shampoo nos cabelos previamente molhados e massageie abundantemente e enxágue. Repita a operação e aproveite ao máximo o efeito hidratante da espuma. Enxágue os cabelos.

";Água, Lauriletersulfato de Sódio, Laurete-2,Sulfato de sódio,Cocamidopropil Betaína, Dietanolamina Cocamida, Glicerol, Propilenoglicol, Lauroil Metil Isetionato de Sódio, Metil Isetionato de Sódio, Ácido Laurico, Laurato de Sódio, Cloreto de Sódio, Decil Glicosídeo, Perfume, Ácido Salicílico, Cloreto de Guar Hidroxipropiltrimônio, Extrato De Flor De Camomila,Extrato De Girassol Edetato dissódico, Aminometil Propanol, Mentol, Óleo de Palmarosa, Ácido Undecilênico,Geraniol,CI 19140/ Amarelo de Tartrazina.;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/flowers-shampoo-300-ml
